0.00.005.110 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.005.980 W srv  llama_server: -----------------
0.00.005.984 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.005.984 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.005.985 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.005.985 W srv  llama_server: -----------------
0.00.007.277 I srv    load_model: loading model '/home/sandalots/excalibur/artifacts/excalibur-medic-1b-Q4_K_M.gguf'
0.06.882.496 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 2048, kv_unified = 'true'
0.06.909.546 I srv  llama_server: model loaded
0.06.909.554 I srv  llama_server: listening on http://127.0.0.1:8080
3.13.001.296 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
27.17.622.177 I slot print_timing: id  3 | task 18050 | prompt eval time =      69.51 ms /     1 tokens (   69.51 ms per token,    14.39 tokens per second)
27.17.622.187 I slot print_timing: id  3 | task 18050 |        eval time =   14232.36 ms /   200 tokens (   71.16 ms per token,    14.05 tokens per second)
27.17.622.188 I slot print_timing: id  3 | task 18050 |       total time =   14301.87 ms /   201 tokens
27.17.622.190 I slot print_timing: id  3 | task 18050 |    graphs reused =      18108
27.17.622.220 I slot      release: id  3 | task 18050 | stop processing: n_tokens = 246, truncated = 0
27.17.643.405 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
27.17.643.507 I slot launch_slot_: id  3 | task 18251 | processing task, is_child = 0
27.17.643.526 W slot   operator(): id  3 | task 18251 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
27.17.643.528 W slot   operator(): id  3 | task 18251 | n_past was set to 46
27.24.705.373 I slot print_timing: id  3 | task 18251 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
27.27.728.159 I slot print_timing: id  3 | task 18251 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.89 t/s
27.30.781.705 I slot print_timing: id  3 | task 18251 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.75 t/s
27.31.953.276 I slot print_timing: id  3 | task 18251 | prompt eval time =      69.73 ms /     1 tokens (   69.73 ms per token,    14.34 tokens per second)
27.31.953.286 I slot print_timing: id  3 | task 18251 |        eval time =   14240.01 ms /   200 tokens (   71.20 ms per token,    14.04 tokens per second)
27.31.953.287 I slot print_timing: id  3 | task 18251 |       total time =   14309.73 ms /   201 tokens
27.31.953.289 I slot print_timing: id  3 | task 18251 |    graphs reused =      18308
27.31.953.321 I slot      release: id  3 | task 18251 | stop processing: n_tokens = 246, truncated = 0
27.31.974.158 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
27.31.974.251 I slot launch_slot_: id  3 | task 18452 | processing task, is_child = 0
27.31.974.270 W slot   operator(): id  3 | task 18452 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
27.31.974.272 W slot   operator(): id  3 | task 18452 | n_past was set to 46
27.39.029.235 I slot print_timing: id  3 | task 18452 | n_decoded =    100, tg =  14.32 t/s, tg_3s =  14.32 t/s
27.42.055.285 I slot print_timing: id  3 | task 18452 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.88 t/s
27.45.107.260 I slot print_timing: id  3 | task 18452 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.76 t/s
27.46.278.151 I slot print_timing: id  3 | task 18452 | prompt eval time =      69.75 ms /     1 tokens (   69.75 ms per token,    14.34 tokens per second)
27.46.278.161 I slot print_timing: id  3 | task 18452 |        eval time =   14234.11 ms /   200 tokens (   71.17 ms per token,    14.05 tokens per second)
27.46.278.162 I slot print_timing: id  3 | task 18452 |       total time =   14303.86 ms /   201 tokens
27.46.278.164 I slot print_timing: id  3 | task 18452 |    graphs reused =      18508
27.46.278.194 I slot      release: id  3 | task 18452 | stop processing: n_tokens = 246, truncated = 0
27.46.299.204 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
27.46.299.294 I slot launch_slot_: id  3 | task 18653 | processing task, is_child = 0
27.46.299.313 W slot   operator(): id  3 | task 18653 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
27.46.299.315 W slot   operator(): id  3 | task 18653 | n_past was set to 46
27.53.367.114 I slot print_timing: id  3 | task 18653 | n_decoded =    100, tg =  14.29 t/s, tg_3s =  14.29 t/s
27.56.387.485 I slot print_timing: id  3 | task 18653 | n_decoded =    142, tg =  14.17 t/s, tg_3s =  13.91 t/s
27.59.441.287 I slot print_timing: id  3 | task 18653 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.75 t/s
28.00.611.829 I slot print_timing: id  3 | task 18653 | prompt eval time =      69.77 ms /     1 tokens (   69.77 ms per token,    14.33 tokens per second)
28.00.611.839 I slot print_timing: id  3 | task 18653 |        eval time =   14242.73 ms /   200 tokens (   71.21 ms per token,    14.04 tokens per second)
28.00.611.840 I slot print_timing: id  3 | task 18653 |       total time =   14312.50 ms /   201 tokens
28.00.611.842 I slot print_timing: id  3 | task 18653 |    graphs reused =      18708
28.00.611.873 I slot      release: id  3 | task 18653 | stop processing: n_tokens = 246, truncated = 0
28.00.632.879 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
28.00.632.970 I slot launch_slot_: id  3 | task 18854 | processing task, is_child = 0
28.00.632.988 W slot   operator(): id  3 | task 18854 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
28.00.632.990 W slot   operator(): id  3 | task 18854 | n_past was set to 46
28.07.701.890 I slot print_timing: id  3 | task 18854 | n_decoded =    100, tg =  14.29 t/s, tg_3s =  14.29 t/s
28.10.725.682 I slot print_timing: id  3 | task 18854 | n_decoded =    142, tg =  14.17 t/s, tg_3s =  13.89 t/s
28.13.771.942 I slot print_timing: id  3 | task 18854 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.79 t/s
28.14.950.005 I slot print_timing: id  3 | task 18854 | prompt eval time =      69.79 ms /     1 tokens (   69.79 ms per token,    14.33 tokens per second)
28.14.950.013 I slot print_timing: id  3 | task 18854 |        eval time =   14247.21 ms /   200 tokens (   71.24 ms per token,    14.04 tokens per second)
28.14.950.015 I slot print_timing: id  3 | task 18854 |       total time =   14317.00 ms /   201 tokens
28.14.950.017 I slot print_timing: id  3 | task 18854 |    graphs reused =      18908
28.14.950.048 I slot      release: id  3 | task 18854 | stop processing: n_tokens = 246, truncated = 0
28.14.971.179 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
28.14.971.271 I slot launch_slot_: id  3 | task 19055 | processing task, is_child = 0
28.14.971.291 W slot   operator(): id  3 | task 19055 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
28.14.971.292 W slot   operator(): id  3 | task 19055 | n_past was set to 46
28.22.032.464 I slot print_timing: id  3 | task 19055 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
28.25.056.340 I slot print_timing: id  3 | task 19055 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.89 t/s
28.28.110.243 I slot print_timing: id  3 | task 19055 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.75 t/s
28.29.281.332 I slot print_timing: id  3 | task 19055 | prompt eval time =      70.08 ms /     1 tokens (   70.08 ms per token,    14.27 tokens per second)
28.29.281.342 I slot print_timing: id  3 | task 19055 |        eval time =   14239.94 ms /   200 tokens (   71.20 ms per token,    14.05 tokens per second)
28.29.281.343 I slot print_timing: id  3 | task 19055 |       total time =   14310.02 ms /   201 tokens
28.29.281.345 I slot print_timing: id  3 | task 19055 |    graphs reused =      19108
28.29.281.375 I slot      release: id  3 | task 19055 | stop processing: n_tokens = 246, truncated = 0
28.29.302.452 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
28.29.302.596 I slot launch_slot_: id  3 | task 19256 | processing task, is_child = 0
28.29.302.615 W slot   operator(): id  3 | task 19256 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
28.29.302.616 W slot   operator(): id  3 | task 19256 | n_past was set to 46
28.36.369.447 I slot print_timing: id  3 | task 19256 | n_decoded =    100, tg =  14.29 t/s, tg_3s =  14.29 t/s
28.39.390.054 I slot print_timing: id  3 | task 19256 | n_decoded =    142, tg =  14.17 t/s, tg_3s =  13.90 t/s
28.42.444.761 I slot print_timing: id  3 | task 19256 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.75 t/s
28.43.615.166 I slot print_timing: id  3 | task 19256 | prompt eval time =      69.56 ms /     1 tokens (   69.56 ms per token,    14.38 tokens per second)
28.43.615.175 I slot print_timing: id  3 | task 19256 |        eval time =   14242.97 ms /   200 tokens (   71.21 ms per token,    14.04 tokens per second)
28.43.615.176 I slot print_timing: id  3 | task 19256 |       total time =   14312.53 ms /   201 tokens
28.43.615.178 I slot print_timing: id  3 | task 19256 |    graphs reused =      19308
28.43.615.209 I slot      release: id  3 | task 19256 | stop processing: n_tokens = 246, truncated = 0
28.43.636.330 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
28.43.636.424 I slot launch_slot_: id  3 | task 19457 | processing task, is_child = 0
28.43.636.443 W slot   operator(): id  3 | task 19457 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
28.43.636.445 W slot   operator(): id  3 | task 19457 | n_past was set to 46
28.50.693.349 I slot print_timing: id  3 | task 19457 | n_decoded =    100, tg =  14.31 t/s, tg_3s =  14.31 t/s
28.53.719.820 I slot print_timing: id  3 | task 19457 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.88 t/s
28.56.774.213 I slot print_timing: id  3 | task 19457 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.75 t/s
28.57.945.443 I slot print_timing: id  3 | task 19457 | prompt eval time =      69.35 ms /     1 tokens (   69.35 ms per token,    14.42 tokens per second)
28.57.945.453 I slot print_timing: id  3 | task 19457 |        eval time =   14239.63 ms /   200 tokens (   71.20 ms per token,    14.05 tokens per second)
28.57.945.454 I slot print_timing: id  3 | task 19457 |       total time =   14308.98 ms /   201 tokens
28.57.945.455 I slot print_timing: id  3 | task 19457 |    graphs reused =      19508
28.57.945.486 I slot      release: id  3 | task 19457 | stop processing: n_tokens = 246, truncated = 0
28.57.968.850 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
28.57.968.942 I slot launch_slot_: id  3 | task 19658 | processing task, is_child = 0
28.57.968.960 W slot   operator(): id  3 | task 19658 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
28.57.968.962 W slot   operator(): id  3 | task 19658 | n_past was set to 46
29.05.031.198 I slot print_timing: id  3 | task 19658 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
29.08.053.220 I slot print_timing: id  3 | task 19658 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.90 t/s
29.11.111.640 I slot print_timing: id  3 | task 19658 | n_decoded =    184, tg =  14.07 t/s, tg_3s =  13.73 t/s
29.12.285.322 I slot print_timing: id  3 | task 19658 | prompt eval time =      69.44 ms /     1 tokens (   69.44 ms per token,    14.40 tokens per second)
29.12.285.332 I slot print_timing: id  3 | task 19658 |        eval time =   14246.90 ms /   200 tokens (   71.23 ms per token,    14.04 tokens per second)
29.12.285.333 I slot print_timing: id  3 | task 19658 |       total time =   14316.34 ms /   201 tokens
29.12.285.335 I slot print_timing: id  3 | task 19658 |    graphs reused =      19708
29.12.285.366 I slot      release: id  3 | task 19658 | stop processing: n_tokens = 246, truncated = 0
29.12.306.352 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
29.12.306.451 I slot launch_slot_: id  3 | task 19859 | processing task, is_child = 0
29.12.306.478 W slot   operator(): id  3 | task 19859 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
29.12.306.480 W slot   operator(): id  3 | task 19859 | n_past was set to 46
29.19.368.726 I slot print_timing: id  3 | task 19859 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
29.22.385.409 I slot print_timing: id  3 | task 19859 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.92 t/s
29.25.439.284 I slot print_timing: id  3 | task 19859 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.75 t/s
29.26.609.226 I slot print_timing: id  3 | task 19859 | prompt eval time =      69.69 ms /     1 tokens (   69.69 ms per token,    14.35 tokens per second)
29.26.609.235 I slot print_timing: id  3 | task 19859 |        eval time =   14233.05 ms /   200 tokens (   71.17 ms per token,    14.05 tokens per second)
29.26.609.236 I slot print_timing: id  3 | task 19859 |       total time =   14302.73 ms /   201 tokens
29.26.609.238 I slot print_timing: id  3 | task 19859 |    graphs reused =      19908
29.26.609.271 I slot      release: id  3 | task 19859 | stop processing: n_tokens = 246, truncated = 0
29.26.630.611 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
29.26.630.714 I slot launch_slot_: id  3 | task 20060 | processing task, is_child = 0
29.26.630.734 W slot   operator(): id  3 | task 20060 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
29.26.630.736 W slot   operator(): id  3 | task 20060 | n_past was set to 46
29.33.689.529 I slot print_timing: id  3 | task 20060 | n_decoded =    100, tg =  14.32 t/s, tg_3s =  14.32 t/s
29.36.710.718 I slot print_timing: id  3 | task 20060 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.90 t/s
29.39.762.286 I slot print_timing: id  3 | task 20060 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.76 t/s
29.40.933.581 I slot print_timing: id  3 | task 20060 | prompt eval time =      74.68 ms /     1 tokens (   74.68 ms per token,    13.39 tokens per second)
29.40.933.591 I slot print_timing: id  3 | task 20060 |        eval time =   14228.15 ms /   200 tokens (   71.14 ms per token,    14.06 tokens per second)
29.40.933.592 I slot print_timing: id  3 | task 20060 |       total time =   14302.83 ms /   201 tokens
29.40.933.594 I slot print_timing: id  3 | task 20060 |    graphs reused =      20108
29.40.933.625 I slot      release: id  3 | task 20060 | stop processing: n_tokens = 246, truncated = 0
29.40.954.747 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
29.40.954.846 I slot launch_slot_: id  3 | task 20261 | processing task, is_child = 0
29.40.954.866 W slot   operator(): id  3 | task 20261 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
29.40.954.868 W slot   operator(): id  3 | task 20261 | n_past was set to 46
29.48.019.111 I slot print_timing: id  3 | task 20261 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
29.51.036.924 I slot print_timing: id  3 | task 20261 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.92 t/s
29.54.082.214 I slot print_timing: id  3 | task 20261 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.79 t/s
29.55.255.120 I slot print_timing: id  3 | task 20261 | prompt eval time =      69.60 ms /     1 tokens (   69.60 ms per token,    14.37 tokens per second)
29.55.255.128 I slot print_timing: id  3 | task 20261 |        eval time =   14230.64 ms /   200 tokens (   71.15 ms per token,    14.05 tokens per second)
29.55.255.129 I slot print_timing: id  3 | task 20261 |       total time =   14300.24 ms /   201 tokens
29.55.255.131 I slot print_timing: id  3 | task 20261 |    graphs reused =      20308
29.55.255.161 I slot      release: id  3 | task 20261 | stop processing: n_tokens = 246, truncated = 0
29.55.276.229 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
29.55.276.330 I slot launch_slot_: id  3 | task 20462 | processing task, is_child = 0
29.55.276.350 W slot   operator(): id  3 | task 20462 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
29.55.276.352 W slot   operator(): id  3 | task 20462 | n_past was set to 46
30.02.331.787 I slot print_timing: id  3 | task 20462 | n_decoded =    100, tg =  14.31 t/s, tg_3s =  14.31 t/s
30.05.354.976 I slot print_timing: id  3 | task 20462 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.89 t/s
30.08.409.223 I slot print_timing: id  3 | task 20462 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.75 t/s
30.09.579.569 I slot print_timing: id  3 | task 20462 | prompt eval time =      69.51 ms /     1 tokens (   69.51 ms per token,    14.39 tokens per second)
30.09.579.577 I slot print_timing: id  3 | task 20462 |        eval time =   14233.69 ms /   200 tokens (   71.17 ms per token,    14.05 tokens per second)
30.09.579.578 I slot print_timing: id  3 | task 20462 |       total time =   14303.20 ms /   201 tokens
30.09.579.580 I slot print_timing: id  3 | task 20462 |    graphs reused =      20508
30.09.579.611 I slot      release: id  3 | task 20462 | stop processing: n_tokens = 246, truncated = 0
30.09.600.509 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
30.09.600.603 I slot launch_slot_: id  3 | task 20663 | processing task, is_child = 0
30.09.600.622 W slot   operator(): id  3 | task 20663 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
30.09.600.624 W slot   operator(): id  3 | task 20663 | n_past was set to 46
30.16.671.001 I slot print_timing: id  3 | task 20663 | n_decoded =    100, tg =  14.28 t/s, tg_3s =  14.28 t/s
30.19.691.927 I slot print_timing: id  3 | task 20663 | n_decoded =    142, tg =  14.17 t/s, tg_3s =  13.90 t/s
30.22.746.014 I slot print_timing: id  3 | task 20663 | n_decoded =    184, tg =  14.07 t/s, tg_3s =  13.75 t/s
30.23.917.241 I slot print_timing: id  3 | task 20663 | prompt eval time =      69.38 ms /     1 tokens (   69.38 ms per token,    14.41 tokens per second)
30.23.917.250 I slot print_timing: id  3 | task 20663 |        eval time =   14247.22 ms /   200 tokens (   71.24 ms per token,    14.04 tokens per second)
30.23.917.251 I slot print_timing: id  3 | task 20663 |       total time =   14316.60 ms /   201 tokens
30.23.917.253 I slot print_timing: id  3 | task 20663 |    graphs reused =      20708
30.23.917.283 I slot      release: id  3 | task 20663 | stop processing: n_tokens = 246, truncated = 0
30.23.938.179 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
30.23.938.271 I slot launch_slot_: id  3 | task 20864 | processing task, is_child = 0
30.23.938.290 W slot   operator(): id  3 | task 20864 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
30.23.938.291 W slot   operator(): id  3 | task 20864 | n_past was set to 46
30.30.998.835 I slot print_timing: id  3 | task 20864 | n_decoded =    100, tg =  14.31 t/s, tg_3s =  14.31 t/s
30.34.014.486 I slot print_timing: id  3 | task 20864 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.93 t/s
30.37.066.383 I slot print_timing: id  3 | task 20864 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.76 t/s
30.38.236.053 I slot print_timing: id  3 | task 20864 | prompt eval time =      70.01 ms /     1 tokens (   70.01 ms per token,    14.28 tokens per second)
30.38.236.063 I slot print_timing: id  3 | task 20864 |        eval time =   14227.73 ms /   200 tokens (   71.14 ms per token,    14.06 tokens per second)
30.38.236.064 I slot print_timing: id  3 | task 20864 |       total time =   14297.75 ms /   201 tokens
30.38.236.065 I slot print_timing: id  3 | task 20864 |    graphs reused =      20908
30.38.236.098 I slot      release: id  3 | task 20864 | stop processing: n_tokens = 246, truncated = 0
30.38.257.492 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
30.38.257.593 I slot launch_slot_: id  3 | task 21065 | processing task, is_child = 0
30.38.257.612 W slot   operator(): id  3 | task 21065 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
30.38.257.614 W slot   operator(): id  3 | task 21065 | n_past was set to 46
30.45.322.495 I slot print_timing: id  3 | task 21065 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
30.48.341.073 I slot print_timing: id  3 | task 21065 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.91 t/s
30.51.394.369 I slot print_timing: id  3 | task 21065 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.76 t/s
30.52.562.144 I slot print_timing: id  3 | task 21065 | prompt eval time =      70.82 ms /     1 tokens (   70.82 ms per token,    14.12 tokens per second)
30.52.562.154 I slot print_timing: id  3 | task 21065 |        eval time =   14233.70 ms /   200 tokens (   71.17 ms per token,    14.05 tokens per second)
30.52.562.155 I slot print_timing: id  3 | task 21065 |       total time =   14304.51 ms /   201 tokens
30.52.562.157 I slot print_timing: id  3 | task 21065 |    graphs reused =      21108
30.52.562.189 I slot      release: id  3 | task 21065 | stop processing: n_tokens = 246, truncated = 0
30.52.583.175 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
30.52.583.274 I slot launch_slot_: id  3 | task 21266 | processing task, is_child = 0
30.52.583.294 W slot   operator(): id  3 | task 21266 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
30.52.583.295 W slot   operator(): id  3 | task 21266 | n_past was set to 46
30.59.650.774 I slot print_timing: id  3 | task 21266 | n_decoded =    100, tg =  14.29 t/s, tg_3s =  14.29 t/s
31.02.667.171 I slot print_timing: id  3 | task 21266 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.92 t/s
31.05.720.010 I slot print_timing: id  3 | task 21266 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.76 t/s
31.06.891.132 I slot print_timing: id  3 | task 21266 | prompt eval time =      69.83 ms /     1 tokens (   69.83 ms per token,    14.32 tokens per second)
31.06.891.141 I slot print_timing: id  3 | task 21266 |        eval time =   14237.99 ms /   200 tokens (   71.19 ms per token,    14.05 tokens per second)
31.06.891.142 I slot print_timing: id  3 | task 21266 |       total time =   14307.82 ms /   201 tokens
31.06.891.144 I slot print_timing: id  3 | task 21266 |    graphs reused =      21308
31.06.891.174 I slot      release: id  3 | task 21266 | stop processing: n_tokens = 246, truncated = 0
31.06.925.273 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
31.06.925.389 I slot launch_slot_: id  3 | task 21467 | processing task, is_child = 0
31.06.925.409 W slot   operator(): id  3 | task 21467 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
31.06.925.411 W slot   operator(): id  3 | task 21467 | n_past was set to 46
31.13.981.305 I slot print_timing: id  3 | task 21467 | n_decoded =    100, tg =  14.32 t/s, tg_3s =  14.32 t/s
31.17.003.201 I slot print_timing: id  3 | task 21467 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.90 t/s
31.20.054.629 I slot print_timing: id  3 | task 21467 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.76 t/s
31.21.224.943 I slot print_timing: id  3 | task 21467 | prompt eval time =      71.56 ms /     1 tokens (   71.56 ms per token,    13.97 tokens per second)
31.21.224.953 I slot print_timing: id  3 | task 21467 |        eval time =   14227.95 ms /   200 tokens (   71.14 ms per token,    14.06 tokens per second)
31.21.224.954 I slot print_timing: id  3 | task 21467 |       total time =   14299.51 ms /   201 tokens
31.21.224.956 I slot print_timing: id  3 | task 21467 |    graphs reused =      21508
31.21.224.986 I slot      release: id  3 | task 21467 | stop processing: n_tokens = 246, truncated = 0
31.21.248.192 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
31.21.248.289 I slot launch_slot_: id  3 | task 21668 | processing task, is_child = 0
31.21.248.309 W slot   operator(): id  3 | task 21668 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
31.21.248.311 W slot   operator(): id  3 | task 21668 | n_past was set to 46
31.28.310.861 I slot print_timing: id  3 | task 21668 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
31.31.328.492 I slot print_timing: id  3 | task 21668 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.92 t/s
31.34.381.294 I slot print_timing: id  3 | task 21668 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.76 t/s
31.35.550.569 I slot print_timing: id  3 | task 21668 | prompt eval time =      70.01 ms /     1 tokens (   70.01 ms per token,    14.28 tokens per second)
31.35.550.578 I slot print_timing: id  3 | task 21668 |        eval time =   14232.24 ms /   200 tokens (   71.16 ms per token,    14.05 tokens per second)
31.35.550.579 I slot print_timing: id  3 | task 21668 |       total time =   14302.24 ms /   201 tokens
31.35.550.580 I slot print_timing: id  3 | task 21668 |    graphs reused =      21708
31.35.550.611 I slot      release: id  3 | task 21668 | stop processing: n_tokens = 246, truncated = 0
31.35.571.729 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
31.35.571.828 I slot launch_slot_: id  3 | task 21869 | processing task, is_child = 0
31.35.571.847 W slot   operator(): id  3 | task 21869 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
31.35.571.848 W slot   operator(): id  3 | task 21869 | n_past was set to 46
31.42.622.509 I slot print_timing: id  3 | task 21869 | n_decoded =    100, tg =  14.32 t/s, tg_3s =  14.32 t/s
31.45.641.323 I slot print_timing: id  3 | task 21869 | n_decoded =    142, tg =  14.20 t/s, tg_3s =  13.91 t/s
31.48.694.387 I slot print_timing: id  3 | task 21869 | n_decoded =    184, tg =  14.10 t/s, tg_3s =  13.76 t/s
31.49.865.462 I slot print_timing: id  3 | task 21869 | prompt eval time =      69.80 ms /     1 tokens (   69.80 ms per token,    14.33 tokens per second)
31.49.865.472 I slot print_timing: id  3 | task 21869 |        eval time =   14223.80 ms /   200 tokens (   71.12 ms per token,    14.06 tokens per second)
31.49.865.473 I slot print_timing: id  3 | task 21869 |       total time =   14293.60 ms /   201 tokens
31.49.865.475 I slot print_timing: id  3 | task 21869 |    graphs reused =      21908
31.49.865.505 I slot      release: id  3 | task 21869 | stop processing: n_tokens = 246, truncated = 0
31.49.886.383 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
31.49.886.526 I slot launch_slot_: id  3 | task 22070 | processing task, is_child = 0
31.49.886.547 W slot   operator(): id  3 | task 22070 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
31.49.886.549 W slot   operator(): id  3 | task 22070 | n_past was set to 46
31.56.943.504 I slot print_timing: id  3 | task 22070 | n_decoded =    100, tg =  14.31 t/s, tg_3s =  14.31 t/s
31.59.964.980 I slot print_timing: id  3 | task 22070 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.90 t/s
32.03.016.688 I slot print_timing: id  3 | task 22070 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.76 t/s
32.04.186.340 I slot print_timing: id  3 | task 22070 | prompt eval time =      70.14 ms /     1 tokens (   70.14 ms per token,    14.26 tokens per second)
32.04.186.350 I slot print_timing: id  3 | task 22070 |        eval time =   14229.64 ms /   200 tokens (   71.15 ms per token,    14.06 tokens per second)
